Student_ID,Attendance (%),Internal Test 1 (out of 40),Internal Test 2 (out of 40),Assignment Score (out of 10),Daily Study Hours,Final Exam Marks (out of 100),Academic_Risk,Attendance_Category,Study_Hours_Category,Average_Internal_Score,Total_Internal_Score,Engagement_Score,Engagement_Level,Performance_Grade
S1530,82,30,33,7,3,68,Moderate Risk,Good,Moderate,31.5,63,0.7066666666666667,Moderate,D
S1531,89,36,31,8,3,71,Moderate Risk,Good,Moderate,33.5,67,0.7633333333333333,Moderate,C
S1532,93,40,35,7,3,76,Low Risk,Excellent,Moderate,37.5,75,0.7433333333333333,Moderate,C
S1533,77,19,31,6,3,55,Moderate Risk,Good,Moderate,25.0,50,0.6566666666666667,Moderate,E
S1534,74,31,40,9,3,74,Moderate Risk,Average,Moderate,35.5,71,0.7466666666666667,Moderate,C
S1535,88,35,40,8,3,82,Low Risk,Good,Moderate,37.5,75,0.7600000000000001,Moderate,B
S1536,87,36,32,7,3,68,Moderate Risk,Good,Moderate,34.0,68,0.7233333333333333,Moderate,D
S1537,89,35,36,8,3,73,Moderate Risk,Good,Moderate,35.5,71,0.7633333333333333,Moderate,C
S1538,76,29,35,9,2,57,Moderate Risk,Good,Low,32.0,64,0.6866666666666666,Moderate,E
S1539,91,40,36,8,3,78,Low Risk,Excellent,Moderate,38.0,76,0.77,Moderate,C
S1540,80,25,30,6,3,58,Moderate Risk,Good,Moderate,27.5,55,0.6666666666666666,Moderate,E
S1541,92,29,36,7,3,63,Moderate Risk,Excellent,Moderate,32.5,65,0.7400000000000001,Moderate,D
S1542,89,37,32,8,4,77,Low Risk,Good,Moderate,34.5,69,0.8300000000000001,High,C
S1543,86,32,33,8,3,63,Moderate Risk,Good,Moderate,32.5,65,0.7533333333333334,Moderate,D
S1544,78,27,31,6,2,53,Moderate Risk,Good,Low,29.0,58,0.5933333333333333,Low,E
S1545,76,28,27,8,3,51,Moderate Risk,Good,Moderate,27.5,55,0.7200000000000001,Moderate,E
S1546,79,27,26,6,2,46,High Risk,Good,Low,26.5,53,0.5966666666666667,Low,F
S1547,77,25,29,6,3,50,Moderate Risk,Good,Moderate,27.0,54,0.6566666666666667,Moderate,E
S1548,87,36,27,8,3,59,Moderate Risk,Good,Moderate,31.5,63,0.7566666666666667,Moderate,E
S1549,83,38,31,8,3,71,Moderate Risk,Good,Moderate,34.5,69,0.7433333333333333,Moderate,C
S1550,86,30,35,8,3,68,Moderate Risk,Good,Moderate,32.5,65,0.7533333333333334,Moderate,D
S1551,84,28,40,7,2,64,Moderate Risk,Good,Low,34.0,68,0.6466666666666666,Moderate,D
S1552,86,33,29,7,2,65,Moderate Risk,Good,Low,31.0,62,0.6533333333333333,Moderate,D
S1553,85,39,35,9,3,76,Low Risk,Good,Moderate,37.0,74,0.7833333333333333,Moderate,C
S1554,84,32,27,7,3,59,Moderate Risk,Good,Moderate,29.5,59,0.7133333333333334,Moderate,E
S1555,87,32,37,7,3,71,Moderate Risk,Good,Moderate,34.5,69,0.7233333333333333,Moderate,C
S1556,75,32,26,7,3,49,High Risk,Good,Moderate,29.0,58,0.6833333333333332,Moderate,F
S1557,78,34,31,8,2,64,Moderate Risk,Good,Low,32.5,65,0.66,Moderate,D
S1558,80,28,27,8,2,58,Moderate Risk,Good,Low,27.5,55,0.6666666666666666,Moderate,E
S1559,65,29,24,7,1,51,Moderate Risk,Average,Low,26.5,53,0.5166666666666667,Low,E
S1560,97,36,33,8,3,74,Moderate Risk,Excellent,Moderate,34.5,69,0.79,Moderate,C
S1561,79,26,24,7,2,41,High Risk,Good,Low,25.0,50,0.63,Moderate,F
S1562,86,35,30,7,4,66,Moderate Risk,Good,Moderate,32.5,65,0.7866666666666667,Moderate,D
S1563,81,28,27,7,3,64,Moderate Risk,Good,Moderate,27.5,55,0.7033333333333333,Moderate,D
S1564,79,34,28,7,2,50,Moderate Risk,Good,Low,31.0,62,0.63,Moderate,E
S1565,77,28,26,7,3,51,Moderate Risk,Good,Moderate,27.0,54,0.69,Moderate,E
S1566,89,34,35,8,3,83,Low Risk,Good,Moderate,34.5,69,0.7633333333333333,Moderate,B
S1567,88,33,35,7,3,70,Moderate Risk,Good,Moderate,34.0,68,0.7266666666666667,Moderate,C
S1568,86,30,30,8,2,64,Moderate Risk,Good,Low,30.0,60,0.6866666666666666,Moderate,D
S1569,94,24,40,7,3,75,Low Risk,Excellent,Moderate,32.0,64,0.7466666666666666,Moderate,C
S1570,90,30,30,6,3,56,Moderate Risk,Excellent,Moderate,30.0,60,0.7000000000000001,Moderate,E
S1571,81,27,25,7,4,50,Moderate Risk,Good,Moderate,26.0,52,0.77,Moderate,E
S1572,85,26,29,7,2,57,Moderate Risk,Good,Low,27.5,55,0.6499999999999999,Moderate,E
S1573,82,24,32,6,3,53,Moderate Risk,Good,Moderate,28.0,56,0.6733333333333333,Moderate,E
S1574,100,39,40,9,3,91,Low Risk,Excellent,Moderate,39.5,79,0.8333333333333334,High,A
S1575,86,31,33,8,4,70,Moderate Risk,Good,Moderate,32.0,64,0.82,High,C
S1576,68,18,28,4,3,49,High Risk,Average,Moderate,23.0,46,0.56,Low,F
S1577,100,39,35,8,4,85,Low Risk,Excellent,Moderate,37.0,74,0.8666666666666667,High,B
S1578,74,20,35,6,2,52,Moderate Risk,Average,Low,27.5,55,0.58,Low,E
S1579,100,37,37,8,3,82,Low Risk,Excellent,Moderate,37.0,74,0.7999999999999999,Moderate,B
S1580,85,31,37,8,3,78,Low Risk,Good,Moderate,34.0,68,0.75,Moderate,C
S1581,86,34,34,8,3,70,Moderate Risk,Good,Moderate,34.0,68,0.7533333333333334,Moderate,C
S1582,88,36,34,9,3,80,Low Risk,Good,Moderate,35.0,70,0.7933333333333333,Moderate,B
S1583,84,37,40,8,3,77,Low Risk,Good,Moderate,38.5,77,0.7466666666666667,Moderate,C
S1584,90,37,31,7,3,71,Moderate Risk,Excellent,Moderate,34.0,68,0.7333333333333334,Moderate,C
S1585,82,30,33,8,2,66,Moderate Risk,Good,Low,31.5,63,0.6733333333333333,Moderate,D
S1586,74,23,25,6,3,40,High Risk,Average,Moderate,24.0,48,0.6466666666666666,Moderate,F
S1587,88,33,35,8,3,68,Moderate Risk,Good,Moderate,34.0,68,0.7600000000000001,Moderate,D
S1588,87,34,28,7,3,68,Moderate Risk,Good,Moderate,31.0,62,0.7233333333333333,Moderate,D
S1589,85,33,37,10,3,81,Low Risk,Good,Moderate,35.0,70,0.8166666666666668,High,B
S1590,94,30,36,8,3,77,Low Risk,Excellent,Moderate,33.0,66,0.7799999999999999,Moderate,C
S1591,89,34,32,8,3,70,Moderate Risk,Good,Moderate,33.0,66,0.7633333333333333,Moderate,C
S1592,89,32,34,8,3,70,Moderate Risk,Good,Moderate,33.0,66,0.7633333333333333,Moderate,C
S1593,86,40,40,9,3,80,Low Risk,Good,Moderate,40.0,80,0.7866666666666666,Moderate,B
S1594,78,32,24,6,3,49,High Risk,Good,Moderate,28.0,56,0.66,Moderate,F
S1595,80,31,34,8,3,64,Moderate Risk,Good,Moderate,32.5,65,0.7333333333333334,Moderate,D
S1596,86,37,40,9,3,81,Low Risk,Good,Moderate,38.5,77,0.7866666666666666,Moderate,B
S1597,80,39,28,7,3,65,Moderate Risk,Good,Moderate,33.5,67,0.7000000000000001,Moderate,D
S1598,89,38,26,6,3,62,Moderate Risk,Good,Moderate,32.0,64,0.6966666666666667,Moderate,D
S1599,90,32,32,7,4,68,Moderate Risk,Excellent,Moderate,32.0,64,0.8000000000000002,High,D
S1600,90,35,30,7,2,75,Low Risk,Excellent,Low,32.5,65,0.6666666666666666,Moderate,C
S1601,96,38,40,9,3,81,Low Risk,Excellent,Moderate,39.0,78,0.82,High,B
S1602,78,27,31,7,3,68,Moderate Risk,Good,Moderate,29.0,58,0.6933333333333334,Moderate,D
S1603,69,33,34,8,2,46,High Risk,Average,Low,33.5,67,0.63,Moderate,F
S1604,86,25,35,6,3,58,Moderate Risk,Good,Moderate,30.0,60,0.6866666666666666,Moderate,E
S1605,93,33,38,8,3,80,Low Risk,Excellent,Moderate,35.5,71,0.7766666666666667,Moderate,B
S1606,80,26,21,6,3,44,High Risk,Good,Moderate,23.5,47,0.6666666666666666,Moderate,F
S1607,83,31,30,7,3,65,Moderate Risk,Good,Moderate,30.5,61,0.71,Moderate,D
S1608,86,31,32,7,3,64,Moderate Risk,Good,Moderate,31.5,63,0.7200000000000001,Moderate,D
S1609,83,31,37,7,3,57,Moderate Risk,Good,Moderate,34.0,68,0.71,Moderate,E
S1610,89,36,34,9,3,69,Moderate Risk,Good,Moderate,35.0,70,0.7966666666666667,Moderate,D
S1611,86,29,26,8,2,60,Moderate Risk,Good,Low,27.5,55,0.6866666666666666,Moderate,D
S1612,74,30,31,6,2,54,Moderate Risk,Average,Low,30.5,61,0.58,Low,E
S1613,99,29,32,6,3,61,Moderate Risk,Excellent,Moderate,30.5,61,0.73,Moderate,D
S1614,91,35,37,8,3,80,Low Risk,Excellent,Moderate,36.0,72,0.77,Moderate,B
S1615,86,35,34,8,2,66,Moderate Risk,Good,Low,34.5,69,0.6866666666666666,Moderate,D
S1616,86,34,31,8,3,70,Moderate Risk,Good,Moderate,32.5,65,0.7533333333333334,Moderate,C
S1617,77,32,33,7,2,53,Moderate Risk,Good,Low,32.5,65,0.6233333333333334,Moderate,E
S1618,76,30,31,7,2,50,Moderate Risk,Good,Low,30.5,61,0.62,Moderate,E
S1619,78,26,26,7,3,51,Moderate Risk,Good,Moderate,26.0,52,0.6933333333333334,Moderate,E
S1620,91,28,35,7,3,63,Moderate Risk,Excellent,Moderate,31.5,63,0.7366666666666667,Moderate,D
S1621,99,33,40,7,5,83,Low Risk,Excellent,High,36.5,73,0.8966666666666666,High,B
S1622,93,35,40,8,3,76,Low Risk,Excellent,Moderate,37.5,75,0.7766666666666667,Moderate,C
S1623,83,25,26,7,2,46,High Risk,Good,Low,25.5,51,0.6433333333333332,Moderate,F
S1624,90,29,29,7,3,62,Moderate Risk,Excellent,Moderate,29.0,58,0.7333333333333334,Moderate,D
S1625,96,31,37,8,3,74,Moderate Risk,Excellent,Moderate,34.0,68,0.7866666666666666,Moderate,C
S1626,80,30,27,7,2,51,Moderate Risk,Good,Low,28.5,57,0.6333333333333333,Moderate,E
S1627,94,38,35,8,3,76,Low Risk,Excellent,Moderate,36.5,73,0.7799999999999999,Moderate,C
S1628,91,29,30,7,4,74,Moderate Risk,Excellent,Moderate,29.5,59,0.8033333333333333,High,C
S1629,79,24,34,7,3,58,Moderate Risk,Good,Moderate,29.0,58,0.6966666666666667,Moderate,E
S1630,90,34,35,10,4,77,Low Risk,Excellent,Moderate,34.5,69,0.9,High,C
S1631,100,27,35,8,3,79,Low Risk,Excellent,Moderate,31.0,62,0.7999999999999999,Moderate,C
S1632,83,33,32,8,4,67,Moderate Risk,Good,Moderate,32.5,65,0.8099999999999999,High,D
S1633,93,29,32,7,2,63,Moderate Risk,Excellent,Low,30.5,61,0.6766666666666666,Moderate,D
S1634,83,27,33,6,2,54,Moderate Risk,Good,Low,30.0,60,0.61,Moderate,E
S1635,93,30,34,8,2,54,Moderate Risk,Excellent,Low,32.0,64,0.71,Moderate,E
S1636,79,28,32,6,3,60,Moderate Risk,Good,Moderate,30.0,60,0.6633333333333334,Moderate,D
S1637,82,38,35,9,3,80,Low Risk,Good,Moderate,36.5,73,0.7733333333333333,Moderate,B
S1638,88,33,28,7,2,63,Moderate Risk,Good,Low,30.5,61,0.66,Moderate,D
S1639,95,35,40,7,3,80,Low Risk,Excellent,Moderate,37.5,75,0.75,Moderate,B
S1640,96,37,40,9,3,86,Low Risk,Excellent,Moderate,38.5,77,0.82,High,B
S1641,82,26,35,7,3,65,Moderate Risk,Good,Moderate,30.5,61,0.7066666666666667,Moderate,D
S1642,93,39,38,9,3,87,Low Risk,Excellent,Moderate,38.5,77,0.81,High,B
S1643,92,36,40,9,4,85,Low Risk,Excellent,Moderate,38.0,76,0.8733333333333334,High,B
S1644,98,29,40,8,3,79,Low Risk,Excellent,Moderate,34.5,69,0.7933333333333333,Moderate,C
S1645,82,25,26,6,3,52,Moderate Risk,Good,Moderate,25.5,51,0.6733333333333333,Moderate,E
S1646,80,28,35,8,2,65,Moderate Risk,Good,Low,31.5,63,0.6666666666666666,Moderate,D
S1647,96,35,37,8,3,74,Moderate Risk,Excellent,Moderate,36.0,72,0.7866666666666666,Moderate,C
S1648,76,35,29,7,2,52,Moderate Risk,Good,Low,32.0,64,0.62,Moderate,E
S1649,81,37,29,8,4,65,Moderate Risk,Good,Moderate,33.0,66,0.8033333333333333,High,D
S1650,79,30,28,8,3,60,Moderate Risk,Good,Moderate,29.0,58,0.73,Moderate,D
S1651,88,31,34,7,3,60,Moderate Risk,Good,Moderate,32.5,65,0.7266666666666667,Moderate,D
S1652,79,34,28,7,3,64,Moderate Risk,Good,Moderate,31.0,62,0.6966666666666667,Moderate,D
S1653,79,34,34,8,3,64,Moderate Risk,Good,Moderate,34.0,68,0.73,Moderate,D
S1654,89,40,30,9,3,70,Moderate Risk,Good,Moderate,35.0,70,0.7966666666666667,Moderate,C
S1655,98,37,37,8,4,86,Low Risk,Excellent,Moderate,37.0,74,0.86,High,B
S1656,90,30,36,7,3,60,Moderate Risk,Excellent,Moderate,33.0,66,0.7333333333333334,Moderate,D
S1657,90,28,34,7,3,73,Moderate Risk,Excellent,Moderate,31.0,62,0.7333333333333334,Moderate,C
S1658,85,34,37,9,3,76,Low Risk,Good,Moderate,35.5,71,0.7833333333333333,Moderate,C
S1659,88,31,30,7,3,66,Moderate Risk,Good,Moderate,30.5,61,0.7266666666666667,Moderate,D
S1660,83,29,31,8,3,67,Moderate Risk,Good,Moderate,30.0,60,0.7433333333333333,Moderate,D
S1661,82,27,34,8,3,57,Moderate Risk,Good,Moderate,30.5,61,0.7400000000000001,Moderate,E
S1662,75,25,31,8,3,50,Moderate Risk,Good,Moderate,28.0,56,0.7166666666666667,Moderate,E
S1663,83,32,37,9,3,77,Low Risk,Good,Moderate,34.5,69,0.7766666666666667,Moderate,C
S1664,85,31,27,7,3,57,Moderate Risk,Good,Moderate,29.0,58,0.7166666666666667,Moderate,E
S1665,93,35,37,8,3,73,Moderate Risk,Excellent,Moderate,36.0,72,0.7766666666666667,Moderate,C
S1666,86,30,26,7,2,53,Moderate Risk,Good,Low,28.0,56,0.6533333333333333,Moderate,E
S1667,84,33,36,7,4,72,Moderate Risk,Good,Moderate,34.5,69,0.7799999999999999,Moderate,C
S1668,73,36,34,8,2,65,Moderate Risk,Average,Low,35.0,70,0.6433333333333334,Moderate,D
S1669,71,26,35,7,2,47,High Risk,Average,Low,30.5,61,0.6033333333333334,Moderate,F
S1670,85,32,37,8,3,67,Moderate Risk,Good,Moderate,34.5,69,0.75,Moderate,D
S1671,82,36,29,7,3,66,Moderate Risk,Good,Moderate,32.5,65,0.7066666666666667,Moderate,D
S1672,86,31,28,7,3,66,Moderate Risk,Good,Moderate,29.5,59,0.7200000000000001,Moderate,D
S1673,80,32,32,7,2,60,Moderate Risk,Good,Low,32.0,64,0.6333333333333333,Moderate,D
S1674,88,32,34,7,2,76,Low Risk,Good,Low,33.0,66,0.66,Moderate,C
S1675,77,24,33,6,2,46,High Risk,Good,Low,28.5,57,0.59,Low,F
S1676,93,38,33,8,3,76,Low Risk,Excellent,Moderate,35.5,71,0.7766666666666667,Moderate,C
S1677,94,39,34,9,3,81,Low Risk,Excellent,Moderate,36.5,73,0.8133333333333334,High,B
S1678,60,23,16,5,2,31,High Risk,Average,Low,19.5,39,0.5,Low,F
S1679,83,33,27,7,2,54,Moderate Risk,Good,Low,30.0,60,0.6433333333333332,Moderate,E
S1680,74,30,31,7,3,62,Moderate Risk,Average,Moderate,30.5,61,0.68,Moderate,D
S1681,84,33,30,9,3,62,Moderate Risk,Good,Moderate,31.5,63,0.7799999999999999,Moderate,D
S1682,73,34,28,9,2,62,Moderate Risk,Average,Low,31.0,62,0.6766666666666666,Moderate,D
S1683,66,32,21,5,3,40,High Risk,Average,Moderate,26.5,53,0.5866666666666668,Low,F
S1684,85,36,26,7,2,60,Moderate Risk,Good,Low,31.0,62,0.6499999999999999,Moderate,D
S1685,88,23,27,6,3,53,Moderate Risk,Good,Moderate,25.0,50,0.6933333333333334,Moderate,E
S1686,86,34,31,8,3,62,Moderate Risk,Good,Moderate,32.5,65,0.7533333333333334,Moderate,D
S1687,100,40,40,10,3,86,Low Risk,Excellent,Moderate,40.0,80,0.8666666666666667,High,B
S1688,91,28,31,6,3,59,Moderate Risk,Excellent,Moderate,29.5,59,0.7033333333333333,Moderate,E
S1689,82,29,35,7,3,61,Moderate Risk,Good,Moderate,32.0,64,0.7066666666666667,Moderate,D
S1690,77,28,27,6,2,55,Moderate Risk,Good,Low,27.5,55,0.59,Low,E
S1691,81,29,34,7,3,61,Moderate Risk,Good,Moderate,31.5,63,0.7033333333333333,Moderate,D
S1692,81,30,29,6,2,54,Moderate Risk,Good,Low,29.5,59,0.6033333333333334,Moderate,E
S1693,89,33,32,7,4,73,Moderate Risk,Good,Moderate,32.5,65,0.7966666666666665,Moderate,C
S1694,82,29,32,8,4,69,Moderate Risk,Good,Moderate,30.5,61,0.8066666666666666,High,D
S1695,87,38,29,8,3,65,Moderate Risk,Good,Moderate,33.5,67,0.7566666666666667,Moderate,D
S1696,88,31,38,8,4,75,Low Risk,Good,Moderate,34.5,69,0.8266666666666668,High,C
S1697,86,34,33,8,3,67,Moderate Risk,Good,Moderate,33.5,67,0.7533333333333334,Moderate,D
S1698,81,32,29,8,3,48,High Risk,Good,Moderate,30.5,61,0.7366666666666667,Moderate,F
S1699,88,27,36,8,3,63,Moderate Risk,Good,Moderate,31.5,63,0.7600000000000001,Moderate,D
S1700,94,33,34,6,3,65,Moderate Risk,Excellent,Moderate,33.5,67,0.7133333333333334,Moderate,D
S1701,68,31,27,7,3,48,High Risk,Average,Moderate,29.0,58,0.66,Moderate,F
S1702,99,33,35,8,3,75,Low Risk,Excellent,Moderate,34.0,68,0.7966666666666667,Moderate,C
S1703,78,34,31,8,2,56,Moderate Risk,Good,Low,32.5,65,0.66,Moderate,E
S1704,73,26,29,7,3,53,Moderate Risk,Average,Moderate,27.5,55,0.6766666666666666,Moderate,E
S1705,91,37,29,8,2,66,Moderate Risk,Excellent,Low,33.0,66,0.7033333333333333,Moderate,D
S1706,87,32,39,8,3,75,Low Risk,Good,Moderate,35.5,71,0.7566666666666667,Moderate,C
S1707,86,35,29,7,3,60,Moderate Risk,Good,Moderate,32.0,64,0.7200000000000001,Moderate,D
S1708,90,28,33,7,2,67,Moderate Risk,Excellent,Low,30.5,61,0.6666666666666666,Moderate,D
S1709,90,31,30,8,2,60,Moderate Risk,Excellent,Low,30.5,61,0.7000000000000001,Moderate,D
S1710,89,30,33,8,4,68,Moderate Risk,Good,Moderate,31.5,63,0.8300000000000001,High,D
S1711,85,40,34,8,2,76,Low Risk,Good,Low,37.0,74,0.6833333333333332,Moderate,C
S1712,60,28,26,5,3,40,High Risk,Average,Moderate,27.0,54,0.5666666666666668,Low,F
S1713,90,37,37,9,3,83,Low Risk,Excellent,Moderate,37.0,74,0.7999999999999999,Moderate,B
S1714,89,35,33,7,3,64,Moderate Risk,Good,Moderate,34.0,68,0.73,Moderate,D
S1715,80,28,36,8,2,59,Moderate Risk,Good,Low,32.0,64,0.6666666666666666,Moderate,E
S1716,80,32,34,8,3,62,Moderate Risk,Good,Moderate,33.0,66,0.7333333333333334,Moderate,D
S1717,89,38,31,8,3,74,Moderate Risk,Good,Moderate,34.5,69,0.7633333333333333,Moderate,C
S1718,81,34,37,8,2,73,Moderate Risk,Good,Low,35.5,71,0.67,Moderate,C
S1719,74,30,29,6,3,58,Moderate Risk,Average,Moderate,29.5,59,0.6466666666666666,Moderate,E
S1720,74,31,31,7,2,49,High Risk,Average,Low,31.0,62,0.6133333333333333,Moderate,F
S1721,87,28,30,6,2,54,Moderate Risk,Good,Low,29.0,58,0.6233333333333334,Moderate,E
S1722,87,26,37,8,2,60,Moderate Risk,Good,Low,31.5,63,0.69,Moderate,D
S1723,95,37,27,9,4,68,Moderate Risk,Excellent,Moderate,32.0,64,0.8833333333333334,High,D
S1724,77,30,28,7,3,47,High Risk,Good,Moderate,29.0,58,0.69,Moderate,F
S1725,92,26,33,6,3,59,Moderate Risk,Excellent,Moderate,29.5,59,0.7066666666666667,Moderate,E
S1726,84,29,27,7,3,53,Moderate Risk,Good,Moderate,28.0,56,0.7133333333333334,Moderate,E
S1727,76,25,27,7,2,47,High Risk,Good,Low,26.0,52,0.62,Moderate,F
S1728,87,40,39,9,2,76,Low Risk,Good,Low,39.5,79,0.7233333333333333,Moderate,C
S1729,89,40,40,8,3,80,Low Risk,Good,Moderate,40.0,80,0.7633333333333333,Moderate,B
S1730,98,34,37,8,3,77,Low Risk,Excellent,Moderate,35.5,71,0.7933333333333333,Moderate,C
S1731,76,23,29,6,2,39,High Risk,Good,Low,26.0,52,0.5866666666666666,Low,F
S1732,72,28,24,6,3,45,High Risk,Average,Moderate,26.0,52,0.64,Moderate,F
S1733,92,29,28,6,2,61,Moderate Risk,Excellent,Low,28.5,57,0.64,Moderate,D
S1734,80,32,30,8,3,58,Moderate Risk,Good,Moderate,31.0,62,0.7333333333333334,Moderate,E
S1735,86,25,37,7,4,63,Moderate Risk,Good,Moderate,31.0,62,0.7866666666666667,Moderate,D
S1736,82,32,30,7,3,64,Moderate Risk,Good,Moderate,31.0,62,0.7066666666666667,Moderate,D
S1737,86,32,28,7,2,62,Moderate Risk,Good,Low,30.0,60,0.6533333333333333,Moderate,D
S1738,75,32,28,7,2,60,Moderate Risk,Good,Low,30.0,60,0.6166666666666667,Moderate,D
S1739,100,39,34,9,3,84,Low Risk,Excellent,Moderate,36.5,73,0.8333333333333334,High,B
S1740,82,28,40,7,3,68,Moderate Risk,Good,Moderate,34.0,68,0.7066666666666667,Moderate,D
S1741,83,40,36,8,2,72,Moderate Risk,Good,Low,38.0,76,0.6766666666666666,Moderate,C
S1742,77,27,29,7,2,52,Moderate Risk,Good,Low,28.0,56,0.6233333333333334,Moderate,E
S1743,85,31,38,9,3,67,Moderate Risk,Good,Moderate,34.5,69,0.7833333333333333,Moderate,D
S1744,88,35,33,7,4,72,Moderate Risk,Good,Moderate,34.0,68,0.7933333333333333,Moderate,C
S1745,87,33,34,9,3,75,Low Risk,Good,Moderate,33.5,67,0.79,Moderate,C
S1746,83,34,28,6,2,55,Moderate Risk,Good,Low,31.0,62,0.61,Moderate,E
S1747,78,33,22,7,3,59,Moderate Risk,Good,Moderate,27.5,55,0.6933333333333334,Moderate,E
S1748,88,30,37,8,3,65,Moderate Risk,Good,Moderate,33.5,67,0.7600000000000001,Moderate,D
S1749,82,28,28,6,3,53,Moderate Risk,Good,Moderate,28.0,56,0.6733333333333333,Moderate,E
S1750,74,21,35,7,2,49,High Risk,Average,Low,28.0,56,0.6133333333333333,Moderate,F
S1751,78,24,30,6,3,52,Moderate Risk,Good,Moderate,27.0,54,0.66,Moderate,E
S1752,81,32,36,7,2,74,Moderate Risk,Good,Low,34.0,68,0.6366666666666667,Moderate,C
S1753,81,29,28,7,3,59,Moderate Risk,Good,Moderate,28.5,57,0.7033333333333333,Moderate,E
S1754,63,22,27,6,2,44,High Risk,Average,Low,24.5,49,0.5433333333333333,Low,F
S1755,88,32,39,9,3,78,Low Risk,Good,Moderate,35.5,71,0.7933333333333333,Moderate,C
S1756,86,35,34,8,3,67,Moderate Risk,Good,Moderate,34.5,69,0.7533333333333334,Moderate,D
S1757,80,30,31,6,2,50,Moderate Risk,Good,Low,30.5,61,0.6,Moderate,E
S1758,87,34,24,8,2,65,Moderate Risk,Good,Low,29.0,58,0.69,Moderate,D
S1759,85,32,30,8,3,60,Moderate Risk,Good,Moderate,31.0,62,0.75,Moderate,D
S1760,82,32,32,8,3,62,Moderate Risk,Good,Moderate,32.0,64,0.7400000000000001,Moderate,D
S1761,82,36,38,9,3,81,Low Risk,Good,Moderate,37.0,74,0.7733333333333333,Moderate,B
S1762,81,26,35,6,3,54,Moderate Risk,Good,Moderate,30.5,61,0.67,Moderate,E
S1763,87,39,29,8,3,73,Moderate Risk,Good,Moderate,34.0,68,0.7566666666666667,Moderate,C
S1764,84,25,31,8,3,60,Moderate Risk,Good,Moderate,28.0,56,0.7466666666666667,Moderate,D
S1765,91,27,36,7,3,58,Moderate Risk,Excellent,Moderate,31.5,63,0.7366666666666667,Moderate,E
S1766,84,36,34,9,2,66,Moderate Risk,Good,Low,35.0,70,0.7133333333333334,Moderate,D
S1767,81,25,26,6,3,53,Moderate Risk,Good,Moderate,25.5,51,0.67,Moderate,E
S1768,89,39,34,8,2,68,Moderate Risk,Good,Low,36.5,73,0.6966666666666667,Moderate,D
S1769,84,33,35,7,3,64,Moderate Risk,Good,Moderate,34.0,68,0.7133333333333334,Moderate,D
S1770,81,30,36,8,3,63,Moderate Risk,Good,Moderate,33.0,66,0.7366666666666667,Moderate,D
S1771,78,27,30,6,3,63,Moderate Risk,Good,Moderate,28.5,57,0.66,Moderate,D
S1772,93,40,27,8,4,73,Moderate Risk,Excellent,Moderate,33.5,67,0.8433333333333334,High,C
S1773,91,29,35,8,2,62,Moderate Risk,Excellent,Low,32.0,64,0.7033333333333333,Moderate,D
S1774,86,40,33,8,3,72,Moderate Risk,Good,Moderate,36.5,73,0.7533333333333334,Moderate,C
S1775,78,28,32,7,3,59,Moderate Risk,Good,Moderate,30.0,60,0.6933333333333334,Moderate,E
S1776,100,40,40,9,4,87,Low Risk,Excellent,Moderate,40.0,80,0.9,High,B
S1777,97,40,30,9,4,75,Low Risk,Excellent,Moderate,35.0,70,0.89,High,C
S1778,94,32,37,7,2,61,Moderate Risk,Excellent,Low,34.5,69,0.68,Moderate,D
S1779,88,39,36,7,3,76,Low Risk,Good,Moderate,37.5,75,0.7266666666666667,Moderate,C
S1780,83,34,30,6,3,59,Moderate Risk,Good,Moderate,32.0,64,0.6766666666666666,Moderate,E
S1781,91,36,35,8,3,78,Low Risk,Excellent,Moderate,35.5,71,0.77,Moderate,C
S1782,87,34,35,8,2,73,Moderate Risk,Good,Low,34.5,69,0.69,Moderate,C
S1783,87,21,40,8,3,62,Moderate Risk,Good,Moderate,30.5,61,0.7566666666666667,Moderate,D
S1784,82,30,34,8,3,52,Moderate Risk,Good,Moderate,32.0,64,0.7400000000000001,Moderate,E
S1785,85,24,27,5,2,51,Moderate Risk,Good,Low,25.5,51,0.5833333333333334,Low,E
S1786,80,28,21,6,3,48,High Risk,Good,Moderate,24.5,49,0.6666666666666666,Moderate,F
S1787,92,32,39,8,3,76,Low Risk,Excellent,Moderate,35.5,71,0.7733333333333334,Moderate,C
S1788,83,23,34,7,3,55,Moderate Risk,Good,Moderate,28.5,57,0.71,Moderate,E
S1789,100,38,26,7,3,70,Moderate Risk,Excellent,Moderate,32.0,64,0.7666666666666666,Moderate,C
S1790,81,30,25,7,3,64,Moderate Risk,Good,Moderate,27.5,55,0.7033333333333333,Moderate,D
S1791,86,32,37,7,2,65,Moderate Risk,Good,Low,34.5,69,0.6533333333333333,Moderate,D
S1792,99,30,36,7,3,73,Moderate Risk,Excellent,Moderate,33.0,66,0.7633333333333333,Moderate,C
S1793,78,23,35,8,3,63,Moderate Risk,Good,Moderate,29.0,58,0.7266666666666667,Moderate,D
S1794,94,40,24,7,3,68,Moderate Risk,Excellent,Moderate,32.0,64,0.7466666666666666,Moderate,D
S1795,77,36,31,8,3,67,Moderate Risk,Good,Moderate,33.5,67,0.7233333333333333,Moderate,D
S1796,86,38,29,8,3,76,Low Risk,Good,Moderate,33.5,67,0.7533333333333334,Moderate,C
S1797,84,36,35,8,3,75,Low Risk,Good,Moderate,35.5,71,0.7466666666666667,Moderate,C
